시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
강북구,11305000347,구립키즈래미안어린이집,국공립,정상,1200.0,"서울특별시 강북구 삼양로19길 25 관리동(미아동,삼성래미안트리베라1차아파트)",02-945-5561,02-945-5521,,7,300.0,1,16,17,80,56,37.61440796840131,127.02071573953435,미운영,2024-09-23,,,,2025-06-04,일반,2,4,2,1,0,0,0,1,0,10,5,19,9,7,0,0,0,16,0,56,100.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:15:30.0
강동구,11740000556,구립중흥자람어린이집,국공립,정상,5326.0,서울특별시 강동구 올림픽로78길 60,02-471-1120,02-471-1121,,10,310.0,0,15,14,83,43,37.54115080855055,127.12762382689372,미운영,2024-09-13,,,,2025-06-04,일반,4,5,3,1,0,0,0,2,0,15,6,10,13,8,0,0,0,6,0,43,100.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:18:11.0
강동구,11740000555,구립천호3동어린이집,국공립,정상,5334.0,서울특별시 강동구 진황도로23길 7,02-470-7221,02-470-7220,,5,336.0,1,11,9,65,23,37.53998612261742,127.12982260751389,미운영,2024-09-05,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,6,10,7,0,0,0,0,0,0,23,100.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:18:11.0
송파구,11710000834,힐스테이트아이편한세상어린이집,국공립,정상,5798.0,서울특별시 송파구 송이로31길 20 힐스테이트e편한세상문정 110동 1층,02-406-3322,,,8,389.0,2,20,18,95,74,37.48920391672238,127.13333605540784,미운영,2024-09-03,,,,2025-06-04,"장애아통합,야간연장형",3,3,2,1,1,1,0,0,0,11,9,14,14,15,13,9,0,0,0,74,100.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2025-06-04 22:18:03.0
강남구,11680000528,LX세미콘 직장어린이집,직장,정상,6267.0,서울특별시 강남구 남부순환로 2621 1층,02-6952-2055,070-7543-0288,,4,97.0,0,16,9,30,10,37.48528425757596,127.03665646211594,미운영,2024-09-01,,,,2025-06-04,일반,2,1,2,0,0,0,0,1,0,6,2,3,3,0,0,0,0,2,0,10,100.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2025-06-04 09:26:13.0
동대문구,11230000513,신현대어린이집,민간,정상,2461.0,서울특별시 동대문구 이문로1길 21 신현대아파트 관리소동 1층,02-959-7989,02-959-7989,,3,97.0,0,4,7,21,11,37.58971304808317,127.0528931609072,미운영,2024-09-01,,,,2025-06-04,야간연장형,2,1,1,0,0,0,3,0,0,7,4,0,0,0,0,0,7,0,0,11,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:15:00.0
동대문구,11230000514,삼성영재어린이집,민간,정상,2505.0,서울특별시 동대문구 전농로 192 삼성아파트 단지내 (전농동),02-2212-1212,02-2246-7946,,5,99.0,0,6,9,37,26,37.582553474749965,127.05547504344928,미운영,2024-09-01,,,,2025-06-04,일반,3,3,0,0,0,0,5,0,0,11,3,9,0,0,0,0,8,0,0,20,100.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:15:00.0
강동구,11740000554,아이사랑어린이집,가정,정상,5346.0,"서울특별시 강동구 천중로 264 101동 104호(길동, 강동헤리티지 자이)",02-6015-7979,,,4,46.0,0,4,7,17,16,37.538953885139286,127.1493785081973,미운영,2024-08-30,,,,2025-06-04,일반,1,1,0,0,0,0,2,0,0,4,3,5,0,0,0,0,8,0,0,16,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:11.0
동작구,11590000471,구립아이누리어린이집,국공립,정상,7038.0,서울특별시 동작구 양녕로22길 27,02-3280-0996,,,5,187.0,2,34,15,64,52,37.49430271201181,126.9444150218426,미운영,2024-08-01,,,,2025-06-04,"장애아통합,야간연장형",2,4,3,1,0,0,0,2,0,12,0,14,17,11,0,0,0,10,0,52,100.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,2025-06-04 22:17:21.0
강남구,11680000527,엔젤데시앙어린이집,국공립,정상,6366.0,"서울특별시 강남구 헌릉로590길 63 512동 102호(세곡동, 강남데시앙파크아파트)",02-2226-2700,0505-054-4743,,4,65.0,1,6,9,20,20,37.46035480261468,127.10282327600495,미운영,2024-07-23,,,,2025-06-04,야간연장형,3,1,0,0,0,0,2,0,0,6,6,4,0,0,0,0,10,0,0,20,100.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 09:26:13.0
중구,11140000129,메리츠 어린이집,직장,정상,4516.0,서울특별시 중구 서소문로 95 정안빌딩 1층,02-6263-0160,02-6263-0162,https://www.puruni.com/meritzfire2,4,272.0,0,14,7,49,7,37.562799797897576,126.97172085795924,미운영,2024-07-15,,,,2025-06-04,일반,0,2,1,0,0,0,0,2,0,5,0,3,1,0,0,0,0,3,0,7,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:14:19.0
중랑구,11260000495,다온어린이집,국공립,정상,2057.0,서울특별시 중랑구 용마산로 670,02-6214-3000,02-6214-3001,,4,133.0,0,12,17,40,40,37.61062837993881,127.1025484670228,미운영,2024-07-02,,,,2025-06-04,야간연장형,3,3,3,0,0,0,0,0,0,9,9,12,19,0,0,0,0,0,0,40,100.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:15:11.0
동대문구,11230000512,예일어린이집,가정,정상,2407.0,"서울특별시 동대문구 한천로63길 10 106동 104호(이문동, 이문e편한세상 아파트)",02-965-3007,0504-272-1348,https://cafe.naver.com/1004yeilchildren,3,67.0,0,4,6,18,16,37.60475618191754,127.06431354689808,미운영,2024-07-01,,,,2025-06-04,일반,2,2,1,0,0,0,1,0,0,6,5,5,6,0,0,0,0,0,0,16,100.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:15:01.0
영등포구,11560000504,행복한 영이어린이집,국공립,정상,7249.0,서울특별시 영등포구 양산로 232 1층,02-2138-0741,,,6,204.0,1,14,18,67,50,37.56647,126.977963,미운영,2024-06-27,,,,2025-06-04,"장애아통합,야간연장형,휴일보육,24시간",2,2,2,1,0,0,0,1,1,9,6,10,13,5,0,0,0,14,2,50,100.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2025-06-04 22:17:12.0
금천구,11545000350,구립G밸리어린이집,국공립,정상,8584.0,"서울특별시 금천구 두산로 70 현대지식산업센터 제티-116호, 117-1호",02-2169-2280,02-2169-2281,,3,130.0,0,8,12,30,28,37.46928681692853,126.89545471126831,미운영,2024-06-01,,,,2025-06-04,일반,3,2,0,0,0,0,2,0,0,7,9,9,0,0,0,0,10,0,0,28,100.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:00.0
마포구,11440000484,공덕베이비시터하우스어린이집(공덕동크로시티행복주택어린이집,국공립,정상,4147.0,서울특별시 마포구 백범로31길 19 101동 1층,02-703-5254,02-703-5255,,3,214.0,1,7,11,45,18,37.54624093164682,126.94920838739604,미운영,2024-05-31,,,,2025-06-04,야간연장형,3,1,0,0,0,0,2,0,0,6,9,4,0,0,0,0,5,0,0,18,100.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:21.0
마포구,11440000485,구립 온누리어린이집,국공립,정상,4127.0,서울특별시 마포구 숭문길 106 상록아파트 관리동 1층,02-3273-2021,02-3273-2022,,5,131.0,1,8,9,35,20,37.55139897097667,126.94879748529031,미운영,2024-05-31,,,,2025-06-04,일반,4,2,0,0,0,0,1,0,0,7,5,10,0,0,0,0,5,0,0,20,100.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:21.0
강남구,11680000526,행복누리어린이집,국공립,정상,6369.0,서울특별시 강남구 자곡로11길 28,02-6408-8090,02-6408-8096,,6,355.0,1,22,16,105,45,37.47866787724294,127.10783419488732,미운영,2024-05-14,,,,2025-06-04,야간연장형,3,5,2,0,0,0,0,0,0,10,9,22,14,0,0,0,0,0,0,45,100.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2025-06-04 09:26:14.0
강서구,11500000762,구립 아이누리어린이집,국공립,정상,7669.0,서울특별시 강서구 등촌로39길 42,02-6737-0880,02-6737-0881,,6,180.0,1,15,9,58,15,37.54638553620779,126.86036667606868,미운영,2024-05-01,,,,2025-06-04,"야간연장형,시간제보육",4,2,0,0,0,0,3,0,0,9,5,9,0,0,0,0,0,0,0,14,100.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:43.0
강동구,11740000552,에코풍경채어린이집,가정,정상,5206.0,"서울특별시 강동구 아리수로 375 101동 103호(고덕동, 고덕풍경채어바니티)",02-428-3199,,,4,57.0,0,4,7,20,20,37.56350730762543,127.1685332215406,미운영,2024-04-12,,,,2025-06-04,일반,3,2,1,0,0,0,1,0,0,7,6,8,6,0,0,0,0,0,0,20,100.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:11.0
금천구,11545000349,LG전자가산어린이집,직장,정상,8592.0,서울특별시 금천구 가산디지털1로 45 103호,02-830-2660,,,5,231.0,0,22,24,49,48,37.46988125940539,126.88549186524804,미운영,2024-03-29,,,,2025-06-04,야간연장형,0,4,3,3,2,3,0,0,0,15,0,9,10,9,9,11,0,0,0,48,37.0,63.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,2025-06-04 22:17:00.0
강동구,11740000551,그린키즈어린이집,가정,정상,5206.0,"서울특별시 강동구 아리수로 375 104동 121호(고덕동, 고덕풍경채어바니티)",02-426-1555,,,4,61.0,0,4,6,20,14,37.56400337398806,127.16816931363752,미운영,2024-03-13,,,,2025-06-04,일반,2,1,1,0,0,0,2,0,0,6,4,5,5,0,0,0,0,0,0,14,40.0,60.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2025-06-04 22:18:11.0
동대문구,11230000511,해찬어린이집,국공립,정상,2512.0,서울특별시 동대문구 한천로 248 관리동,02-6451-7942,02-6451-7942,,3,85.0,0,4,9,25,22,37.58322487556084,127.0700053202338,미운영,2024-03-01,,,,2025-06-04,야간연장형,2,2,1,0,0,0,1,0,0,6,4,10,8,0,0,0,0,0,0,22,29.0,71.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:15:01.0
영등포구,11560000503,현대키즈맘어린이집,국공립,정상,7377.0,서울특별시 영등포구 도신로4길 14 현대아파트 101동 109호,02-848-1007,,,3,84.0,0,4,8,19,15,37.502209121018126,126.89486315143805,미운영,2024-03-01,,,,2025-06-04,일반,2,2,2,0,0,0,3,0,0,9,5,0,7,0,0,0,3,0,0,15,29.0,71.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:17:12.0
성북구,11290000656,드림어린이집,국공립,정상,2807.0,서울특별시 성북구 동소문로34길 24 106동 109호(삼성아파트),02-779-7795,,,3,57.0,0,4,9,20,20,37.59825731480109,127.02293639097468,미운영,2024-03-01,,,,2025-06-04,야간연장형,2,2,1,1,0,0,1,0,0,7,4,8,6,0,0,0,2,0,0,20,57.0,43.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:15:22.0
성북구,11290000655,두산세빛어린이집,국공립,정상,2750.0,서울특별시 성북구 오패산로 46 두산위브아파트 관리동 1층,02-919-3010,02-919-3010,,4,186.0,0,7,13,45,35,37.6068443918154,127.03793065261426,미운영,2024-03-01,,,,2025-06-04,야간연장형,4,2,2,0,0,0,0,0,0,8,12,10,13,0,0,0,0,0,0,35,40.0,60.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:15:22.0
관악구,11620000572,구립다솜어린이집,국공립,정상,8816.0,"서울특별시 관악구 신림로3길 40 2층(신림동, 건영아파트 관리동)",02-885-1941,02-888-1941,,4,107.0,1,7,12,39,33,37.46671984817591,126.94289246143616,미운영,2024-03-01,,,,2025-06-04,일반,0,1,2,0,0,0,3,1,0,7,0,4,10,0,0,0,9,10,0,33,33.0,67.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:31.0
성북구,11290000654,돈암이수어린이집,국공립,정상,2828.0,서울특별시 성북구 북악산로 844 102동 102호(브라운스톤돈암아파트),02-6221-5857,,,3,61.0,0,4,8,20,20,37.59777832063941,127.01846902688668,미운영,2024-03-01,,,,2025-06-04,야간연장형,2,1,1,0,0,0,1,0,0,5,5,4,7,0,0,0,4,0,0,20,0.0,100.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:15:22.0
강서구,11500000760,구립 숲속나라어린이집,국공립,정상,7730.0,서울특별시 강서구 까치산로4길 64-6,02-2695-1918,,,4,107.0,1,6,11,30,14,37.5402496779458,126.84583547861054,미운영,2024-03-01,,,,2025-06-04,일반,1,1,1,0,0,0,1,0,0,4,2,5,4,0,0,0,3,0,0,14,63.0,38.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:16:43.0
마포구,11440000483,SK스토아 행복아이어린이집,직장,정상,3925.0,"서울특별시 마포구 월드컵북로 402 2층 (상암동, KGIT센터)",02-6393-5330,02-6393-5331,,4,97.0,0,13,9,32,18,37.58001382279403,126.88874236645802,미운영,2024-02-29,,,,2025-06-04,일반,0,2,2,0,0,0,0,0,0,4,0,8,10,0,0,0,0,0,0,18,50.0,50.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:21.0
동작구,11590000469,구립상도클라베뉴어린이집,국공립,정상,7046.0,서울특별시 동작구 성대로 164 상도푸르지오클라베뉴 관리동,02-822-5535,,,5,217.0,0,13,14,46,41,37.49684789338522,126.9394995985916,미운영,2024-02-28,,,,2025-06-04,야간연장형,4,2,2,1,0,0,1,0,0,10,9,10,14,8,0,0,0,0,0,41,64.0,36.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:17:21.0
송파구,11710000832,KT송파어린이집,직장,정상,5822.0,서울특별시 송파구 중대로20길 8,02-406-8260,02-407-8260,www.puruni.com/kt,3,118.0,0,14,6,27,8,37.49862432363522,127.12685027408872,미운영,2024-02-22,,,,2025-06-04,일반,0,1,2,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,8,75.0,25.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2025-06-04 22:18:02.0
구로구,11530000650,넷마블푸르니어린이집,직장,정상,8395.0,서울특별시 구로구 남부순환로107길 29 1층 ~ 4층,02-857-1302,,www.puruni.com/netmarble,11,563.0,1,83,39,168,102,37.47996288555507,126.89444774339223,미운영,2024-02-22,,,,2025-06-04,일반,0,9,6,0,0,2,0,6,0,23,0,30,28,0,0,10,0,34,0,102,43.0,57.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,39.0,2025-06-04 22:16:51.0
종로구,11110000186,강북삼성병원 효석어린이집,직장,정상,3181.0,"서울특별시 종로구 경교장길 8 경교장길 8, 중앙대학교 캠퍼스 1층",02-2001-1455,,,3,149.0,0,20,12,32,14,37.56647,126.977963,미운영,2024-02-16,,,,2025-06-04,일반,0,3,2,2,0,0,0,0,0,7,0,8,3,3,0,0,0,0,0,14,14.0,86.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12.0,2025-06-04 22:14:09.0
강동구,11740000553,구립헤리티지어린이집,국공립,정상,5346.0,"서울특별시 강동구 천중로 264 (길동, 강동헤리티지자이)",02-478-2641,02-478-2642,,6,238.0,1,17,17,85,72,37.53950478232978,127.14925090003078,미운영,2024-02-14,,,,2025-06-04,장애아통합,2,2,2,1,1,1,0,0,1,10,6,10,14,15,15,10,0,0,2,72,100.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:18:11.0
은평구,11380000694,구립 응암하나어린이집,국공립,정상,3481.0,서울특별시 은평구 가좌로7다길 3,02-2138-2410,070-7542-3829,"보육포털, 키즈노트, 인스타그램,",6,147.0,1,32,14,49,38,37.585414847352666,126.91695832772604,미운영,2024-02-01,,,,2025-06-04,"장애아통합,야간연장형",2,2,2,0,0,0,0,1,3,10,3,8,14,0,0,0,0,9,4,38,100.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:16:02.0
광진구,11215000366,구립 새벽어린이집,국공립,정상,4947.0,서울특별시 광진구 영화사로 53 1층,02-458-5279,,,3,74.0,0,6,9,21,21,37.55566256555359,127.09253079393844,미운영,2024-02-01,,,,2025-06-04,일반,1,1,1,0,0,0,4,0,0,7,3,5,7,0,0,0,6,0,0,21,38.0,63.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 20:14:52.0
송파구,11710000830,송파더플래티넘어린이집,국공립,정상,5728.0,"서울특별시 송파구 성내천로 50 101동 1층(오금동, 송파더플래티넘)",02-401-7889,02-3401-7889,,3,91.0,1,15,9,30,26,37.50255123762405,127.13626063287226,미운영,2024-01-31,,,,2025-06-04,일반,2,2,2,0,0,0,0,0,0,6,6,10,10,0,0,0,0,0,0,26,29.0,71.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:18:02.0
강동구,11740000550,구립어반어린이집,국공립,정상,5416.0,서울특별시 강동구 고덕로98길 75,02-481-9975,02-481-9976,,6,236.0,1,16,16,69,54,37.55554254050959,127.18069273697816,미운영,2024-01-26,,,,2025-06-04,일반,2,3,2,1,0,0,0,1,0,9,6,14,14,14,0,0,0,6,0,54,31.0,69.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2025-06-04 22:18:11.0
강동구,11740000548,라임어린이집,가정,정상,5414.0,"서울특별시 강동구 아리수로93다길 80 502동 111호(강일동, 힐스테이트리슈빌강일)",02-6403-3857,,,3,75.0,0,4,7,20,20,37.57312839386318,127.1757657388072,미운영,2024-01-10,,,,2025-06-04,일반,1,2,1,0,0,0,0,0,0,4,3,10,7,0,0,0,0,0,0,20,50.0,50.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:18:11.0
강동구,11740000549,별이랑어린이집,가정,정상,5414.0,"서울특별시 강동구 아리수로93다길 80 504동 113호 (강일동, 힐스테이트리슈빌강일)",02-429-8001,02-429-8001,,3,67.0,0,4,11,20,20,37.57454993394511,127.17561625697088,미운영,2024-01-10,,,,2025-06-04,야간연장형,2,2,1,1,0,0,2,0,0,8,5,9,6,0,0,0,0,0,0,20,56.0,44.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:18:11.0
강서구,11500000761,구립 힐스토리어린이집,국공립,정상,7694.0,서울특별시 강서구 우현로 67 관리동 1층,02-2696-9595,,,5,363.0,8,17,13,60,37,37.54611631834286,126.83826719641873,미운영,2024-01-03,,,,2025-06-04,일반,3,3,3,0,0,0,1,0,0,10,8,15,14,0,0,0,0,0,0,37,64.0,36.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:16:43.0
중구,11140000127,새봄어린이집,국공립,정상,4572.0,서울특별시 중구 청계천로 400 101동 709호,02-2231-3132,0508-900-9130,,4,68.0,0,4,8,20,19,37.57087887408118,127.02026221006618,미운영,2024-01-01,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,3,10,6,0,0,0,0,0,0,19,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:14:19.0
강서구,11500000757,구립 어울림어린이집,국공립,정상,7659.0,서울특별시 강서구 화곡로54길 43,02-2699-9118,02-2699-9117,,5,147.0,2,15,14,55,55,37.56647,126.977963,미운영,2024-01-01,,,,2025-06-04,일반,1,2,2,1,1,0,0,1,0,8,3,9,10,11,10,0,0,12,0,55,82.0,18.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:16:43.0
강남구,11680000524,퍼스티어고운어린이집,국공립,정상,6321.0,"서울특별시 강남구 개포로 310 (개포동,디에치퍼스티어아이파크)",02-571-9875,02-571-9876,,5,221.0,1,17,17,72,52,37.48082079967666,127.05680735139376,미운영,2023-12-29,,,,2025-06-04,야간연장형,3,3,4,0,0,0,0,0,0,10,9,15,28,0,0,0,0,0,0,52,62.0,39.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,2025-06-04 09:26:14.0
강동구,11740000547,구립풍경채어린이집,국공립,정상,5206.0,"서울특별시 강동구 아리수로 375 (고덕동, 고덕풍경채어바니티)",02-427-2277,02-427-2270,,5,268.0,1,9,13,65,65,37.56348893206031,127.16878218801573,미운영,2023-12-27,,,,2025-06-04,일반,2,2,2,1,0,0,0,1,0,8,6,10,14,15,0,0,0,20,0,65,30.0,70.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:18:11.0
용산구,11170000215,데시앙아띠어린이집,국공립,정상,4311.0,서울특별시 용산구 효창원로 227 106동 1층,02-715-2581,02-715-2582,,3,87.0,0,8,10,25,23,37.54752995237479,126.96290569773326,미운영,2023-12-26,,,,2025-06-04,일반,3,2,1,0,0,0,2,0,0,8,6,10,7,0,0,0,0,0,0,23,63.0,38.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:14:30.0
강남구,11680000522,퍼스티어라별어린이집,국공립,정상,6321.0,"서울특별시 강남구 개포로 310 (개포동,디에이치퍼스티어아이파크)",02-573-8418,02-573-8419,,5,239.0,1,18,17,85,47,37.47881829067733,127.06134510122442,미운영,2023-12-21,,,,2025-06-04,야간연장형,3,3,4,1,0,0,0,1,0,12,7,10,24,0,0,0,0,6,0,47,86.0,14.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 09:26:14.0
강남구,11680000525,퍼스티어다은어린이집,국공립,정상,6321.0,"서울특별시 강남구 개포로 310 (개포동, 디에이치퍼스티어아이파크)",02-574-0780,02-574-0779,,5,193.0,1,23,15,63,48,37.47843185045275,127.0594002033031,미운영,2023-12-20,,,,2025-06-04,야간연장형,4,3,3,0,0,0,0,0,0,10,12,15,21,0,0,0,0,0,0,48,58.0,42.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,2025-06-04 09:26:14.0
강남구,11680000523,퍼스티어누리어린이집,국공립,정상,6321.0,서울특별시 강남구 개포로 310 디에이치퍼스티어아이파크,02-577-2431,02-577-2342,,6,248.0,1,18,20,83,68,37.4821450611404,127.05726625785132,미운영,2023-12-19,,,,2025-06-04,야간연장형,4,3,4,1,0,0,0,1,0,13,12,15,27,9,0,0,0,5,0,68,63.0,38.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,20.0,2025-06-04 09:26:14.0
송파구,11710000828,씨젠어린이집,직장,정상,5548.0,서울특별시 송파구 오금로 91 3층,02-2195-6550,,,4,299.0,0,35,10,30,15,37.56647,126.977963,미운영,2023-12-15,,,,2025-06-04,일반,3,2,1,0,0,0,1,1,0,8,4,6,5,0,0,0,0,0,0,15,29.0,71.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:18:02.0
영등포구,11560000502,쌍용누리어린이집,국공립,정상,7372.0,서울특별시 영등포구 도영로7길 15 관리동,02-835-1006,02-835-1007,,3,84.0,1,11,11,30,26,37.50953375615528,126.894264738419,미운영,2023-11-30,,,,2025-06-04,야간연장형,2,2,2,0,0,0,0,0,0,6,6,10,10,0,0,0,0,0,0,26,63.0,38.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:17:11.0
강서구,11500000756,구립 아리스타어린이집,국공립,정상,7553.0,서울특별시 강서구 양천로66길 15,02-3663-4788,02-2658-4789,band.us/@aristar,5,261.0,2,16,17,71,60,37.55429759697971,126.86536541416278,미운영,2023-10-01,,,,2025-06-04,장애아통합,0,0,5,4,1,0,0,0,3,13,0,0,28,20,8,0,0,0,4,60,39.0,62.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:16:43.0
